"","date","allMean","sd"
"464","2018-05-03",-0.0105145,0.447653442519713
"463","2018-05-04",-0.060076,0.46883681206151
"466","2018-05-05",-0.0500914,0.470890790445131
"468","2018-05-06",-0.0187798,0.453065881072455
"473","2018-05-07",-0.0404279,0.478194853581247
"471","2018-05-08",0.0053641,0.425039103661287
"476","2018-05-09",-0.0093228,0.421628947512099
"474","2018-05-10",0.0186698,0.442507502815444
"475","2018-05-11",-0.0666101,0.427155649720321
"470","2018-05-12",-0.0203881,0.457857465821395
"472","2018-05-13",0.046434,0.412609716080463
"483","2018-05-14",0.0130021,0.468424984480536
"480","2018-05-15",-0.039023,0.446125587868483
"477","2018-05-16",-0.0340031,0.425314360562149
"478","2018-05-17",-0.047455,0.435029361624017
"481","2018-05-18",-0.0667161,0.439179971459071
"479","2018-05-19",-0.0133704,0.454461657264769
"482","2018-05-20",-0.014469,0.442124595831311
"487","2018-05-21",-0.0340469,0.412188458633172
"484","2018-05-22",-0.0678181,0.409509181707065
"489","2018-05-23",-0.0571559,0.42803982663438
"485","2018-05-24",0.0399401,0.433463165703835
"486","2018-05-25",-0.036003,0.41604819926422
"490","2018-05-26",-0.0513809,0.45880224766798
"488","2018-05-27",-0.0475771,0.446549687700697
"492","2018-05-28",-0.0511703,0.445928036714345
"493","2018-05-29",-0.1259554,0.44979163283774
"494","2018-05-30",-0.0887079,0.455864463615656
"495","2018-05-31",-0.0639056,0.456678697082139
"491","2018-06-01",-0.0120145,0.463928638326791
"497","2018-06-02",-0.0205576,0.447714709454849
"496","2018-06-03",-0.0408658,0.43579469646883
"499","2018-06-04",-0.0353954,0.480434789850652
"504","2018-06-05",0.0177991,0.460882041534697
"498","2018-06-06",0.0196921,0.454088734530587
"501","2018-06-07",-0.0284518,0.437456999277369
"502","2018-06-08",-0.000429,0.455395718665646
"503","2018-06-09",-0.0150549,0.448671330726613
"500","2018-06-10",-0.0598956,0.437284060972544
"505","2018-06-11",-0.0227532,0.439778780990807
"507","2018-06-12",-0.0046962,0.480434573366197
"508","2018-06-13",0.0201484,0.472032964672426
"509","2018-06-14",-0.0904532,0.427889155143899
"506","2018-06-15",-0.0519244,0.44834094395297
"511","2018-06-16",-0.0461629,0.446045978430016
"510","2018-06-17",-0.0994842,0.440089211944987
"516","2018-06-18",-0.1133769,0.431473121406641
"512","2018-06-19",-0.0865782,0.421773440326391
"514","2018-06-20",-0.1021849,0.411236959017535
"517","2018-06-21",-0.09981,0.442514254934234
"515","2018-06-22",-0.1365506,0.464165556886376
"518","2018-06-23",-0.0454796,0.448257344863238
"513","2018-06-24",-0.1127322,0.431435501996718
"523","2018-06-25",-0.1170594,0.447811661629797
"525","2018-06-26",-0.061143,0.467961223106146
"521","2018-06-27",0.0819494,0.456955636883538
"519","2018-06-28",-0.0761188,0.442720543827096
"520","2018-06-29",-0.0352751,0.473888860926262
"522","2018-06-30",-0.0326769,0.457005336135575
"524","2018-07-01",-0.026882,0.46253183446764
"526","2018-07-02",-0.0280419,0.445718741735626
"531","2018-07-03",0.0079255,0.455413780006436
"530","2018-07-04",0.0235847,0.462069589949295
"527","2018-07-05",0.0184749,0.454011895328735
"532","2018-07-06",-0.0705881,0.454360593128839
"529","2018-07-07",-0.0769086,0.460230290556847
"528","2018-07-08",-0.0282931,0.477975502136239
"537","2018-07-09",0.0257074,0.456502305082066
"538","2018-07-10",-0.0589517,0.46204449718302
"533","2018-07-11",-0.0359596,0.445476797586406
"536","2018-07-12",-0.0885315,0.461647961479037
"534","2018-07-13",-0.0795622,0.432302761720487
"535","2018-07-14",-0.0284905,0.439308856022446
"539","2018-07-15",-0.0643666,0.450085025861159
"546","2018-07-16",-0.0409391,0.433314562299942
"544","2018-07-17",-0.0042452,0.436675303694816
"542","2018-07-18",-0.0724953,0.446195758146478
"541","2018-07-19",0.005944,0.447308890839429
"540","2018-07-20",-0.0519228,0.427659034980158
"543","2018-07-21",-0.0065186,0.432321596192048
"545","2018-07-22",-0.0071468,0.438299358988534
"548","2018-07-23",-0.0301974,0.434962397378486
"547","2018-07-24",-0.0586953,0.458317608223719
"550","2018-07-25",-0.0733961,0.429831663020292
"552","2018-07-26",-0.0645616,0.441856247059425
"553","2018-07-27",-0.0729749,0.448014234796161
"551","2018-07-28",-0.0049319,0.450092782004322
"549","2018-07-29",-0.0209906,0.449373545495994
"558","2018-07-30",-0.0050542,0.476531801564555
"555","2018-07-31",0.0512763,0.427584856172795
"554","2018-08-01",-0.0677206,0.457576199441842
"557","2018-08-02",-0.0433073,0.455580414808089
"560","2018-08-03",-0.005613,0.449110277472026
"559","2018-08-04",-0.0811175,0.479152244243675
"556","2018-08-05",-0.0436467,0.454266005385732
"564","2018-08-07",-0.010887,0.430874999705251
"561","2018-08-08",-0.0168192,0.434932433363344
"562","2018-08-09",-0.0371075,0.422575694608374
"563","2018-08-10",-0.0443341,0.45771831307824
"567","2018-08-11",-0.0443687,0.435217793558938
"565","2018-08-12",-0.092977,0.443347091352814
"566","2018-08-13",-0.0681799,0.460417946420413
"574","2018-08-13",-0.0725361,0.46133044795113
"570","2018-08-14",-0.1020084,0.452414305531379
"569","2018-08-15",-0.0176372,0.431606736991164
"568","2018-08-16",-0.0476496,0.460411276034634
"573","2018-08-17",-0.0366759,0.417029617160688
"571","2018-08-18",0.011725,0.434052516171719
"572","2018-08-19",-0.0222592,0.437217456119218
"575","2018-08-20",-0.0022527,0.459410074587737
"577","2018-08-21",-0.1041882,0.469552823312521
"580","2018-08-22",-0.0786044,0.450003380210238
"581","2018-08-23",-0.0584126,0.441737003749109
"576","2018-08-24",-0.0342266,0.453731280817666
"579","2018-08-25",-0.0384294,0.46026663035206
"578","2018-08-26",-0.0151303,0.494919748415751
"582","2018-08-27",-0.0107582,0.470234068855884
"585","2018-08-28",-0.0988553,0.448815598026528
"588","2018-08-29",-0.086499,0.446430133883231
"587","2018-08-30",-0.080492,0.438104078177777
"583","2018-08-31",-0.0070075,0.430348682040215
"586","2018-09-01",-0.0868086,0.455613612511786
"584","2018-09-02",-0.0300823,0.437529238813488
"595","2018-09-03",0.0004074,0.425383068357498
"589","2018-09-04",-0.0380279,0.464310702042921
"592","2018-09-05",-0.0578283,0.452652319235316
"594","2018-09-06",-0.0378754,0.375539544302381
"591","2018-09-07",-0.0412556,0.428053784831579
"593","2018-09-08",0.0178774,0.471645737126119
"590","2018-09-09",-0.0618342,0.459897300873097
"597","2018-09-10",-0.0410323,0.415404760524852
"599","2018-09-11",-0.0896627,0.469586643249901
"596","2018-09-12",-0.0763926,0.445883469961872
"600","2018-09-13",-0.1055531,0.465851201812757
"601","2018-09-14",-0.0870907,0.453505340126784
"602","2018-09-15",-0.0666799,0.457180297460411
"598","2018-09-16",0.0054714,0.459327765960256
"603","2018-09-17",-0.056987,0.434876650822966
"604","2018-09-18",-0.0249407,0.438439506834763
"609","2018-09-19",-0.0487662,0.447802631610802
"606","2018-09-20",-0.031491,0.439678646557915
"605","2018-09-21",-0.0851296,0.446911564723761
"608","2018-09-22",-0.0834861,0.456170362909286
"607","2018-09-23",0.0154421,0.459725938117037
"611","2018-09-24",-0.0074798,0.475772404550705
"613","2018-09-25",0.1149027,0.461748586378681
"616","2018-09-26",-0.0495004,0.459658235583613
"610","2018-09-27",-0.0076981,0.465366947608433
"614","2018-09-28",-0.0101382,0.425716558664048
"612","2018-09-29",-0.0135636,0.43851575720268
"615","2018-09-30",-0.0322431,0.467237475907477
"617","2018-10-01",0.0359126,0.430318971997796
"623","2018-10-02",-0.0509545,0.46798590948847
"618","2018-10-03",-0.1063444,0.478922557527457
"620","2018-10-04",-0.0072702,0.464846893408959
"621","2018-10-05",0.027887,0.478054923383287
"622","2018-10-06",0.0265346,0.506249597513756
"619","2018-10-07",-0.0348403,0.503162997333776
"624","2018-10-08",0.0764834,0.476180238191843
"627","2018-10-09",-0.0339612,0.431988687646517
"628","2018-10-10",-0.0651953,0.424476311103352
"625","2018-10-11",-0.0131766,0.454343552317451
"630","2018-10-12",-0.0448359,0.441653525108982
"629","2018-10-13",0.0137109,0.454844500847476
"626","2018-10-14",-0.0467653,0.462509057279866
"632","2018-10-29",-0.0777664,0.4669471353066
"635","2018-10-30",-0.0631841,0.448789144139194
"633","2018-10-31",-0.0273582,0.443464807005877
"634","2018-11-01",-0.0709096,0.468945244359979
"636","2018-11-02",-0.0941003,0.49014345178724
"637","2018-11-03",-0.0171006,0.454247978156909
"631","2018-11-04",-0.000791499999999997,0.439862317569657
"643","2018-11-05",-0.026957,0.473532468866708
"644","2018-11-06",-0.0221591,0.498299023496123
"641","2018-11-07",-0.1113265,0.459516168603184
"638","2018-11-08",-0.1090484,0.41125497569931
"639","2018-11-09",-0.0663763,0.443832609289031
"640","2018-11-10",-0.1293359,0.429854480727129
"642","2018-11-11",-0.0480774,0.423475035922119
"645","2018-11-12",-0.0854276,0.444402529018726
"646","2018-11-13",-0.0300331,0.464999151885667
"647","2018-11-14",-0.1247115,0.445669316352102
"648","2018-11-15",-0.0623986,0.446335311865463
"651","2018-11-16",-0.0596979,0.468017386242851
"650","2018-11-17",-0.065987,0.456780674143511
"649","2018-11-18",-0.0725545,0.4492071083807
"653","2018-11-19",-0.0215689,0.356247165354042
"656","2018-11-20",-0.1095972,0.454087245242762
"654","2018-11-21",-0.0057797,0.466200211452022
"658","2018-11-22",0.022441,0.470311210603149
"655","2018-11-23",-0.041412,0.410212780585881
"657","2018-11-24",-0.0122544,0.454961475358782
"652","2018-11-25",-0.1161766,0.450943108310172
"661","2018-11-26",-0.0513214,0.426557386927058
"663","2018-11-27",-0.103482,0.43796216906943
"659","2018-11-28",0.0759631,0.444767408932343
"662","2018-11-29",-0.0286613,0.39194897049528
"665","2018-11-30",-0.0236292,0.443414276391007
"660","2018-12-01",-0.0120763,0.434476130355063
"664","2018-12-02",0.0089409,0.445512947597699
"667","2018-12-03",-0.0497031,0.432227622717926
"668","2018-12-04",-0.0420318,0.415976944972627
"672","2018-12-05",-0.0942323,0.414389479531889
"670","2018-12-06",-0.0257034,0.426021411537542
"671","2018-12-07",-0.0665603,0.439977578558169
"666","2018-12-08",-0.0740595,0.434090478460136
"669","2018-12-09",-0.0073152,0.449235982139632
"678","2018-12-10",-0.0411327,0.412269134159604
"675","2018-12-11",-0.0182051,0.439945214821107
"674","2018-12-12",-0.0111871,0.436013534885776
"676","2018-12-13",-0.0703408,0.426576265297731
"677","2018-12-14",-0.126774,0.437183110817424
"673","2018-12-15",-0.0915906,0.461559681202377
"679","2018-12-16",-0.0145169,0.442637607625459
"686","2018-12-17",-0.0245675,0.479948281811436
"681","2018-12-18",-0.013697,0.457286301731202
"682","2018-12-19",0.0102226,0.451246663643334
"680","2018-12-20",-0.0462657,0.428782172826145
"684","2018-12-21",-0.0111519,0.436897969297627
"685","2018-12-22",-0.039569,0.447375691403769
"683","2018-12-23",-0.0390574,0.452479958235986
"692","2018-12-24",-0.0381642,0.466224972130794
"690","2018-12-25",-0.0351794,0.462626902304265
"689","2018-12-26",0.0148369,0.429732105838498
"693","2018-12-27",-0.038293,0.438973964844158
"687","2018-12-28",-0.0571622,0.430258970076348
"691","2018-12-29",-0.0263313,0.414340287216088
"688","2018-12-30",-0.0481258,0.430941767451659
"698","2018-12-31",0.0428086,0.459794847106881
"697","2019-01-01",-0.0032732,0.41945340571005
"696","2019-01-02",0.003913,0.435451872163848
"699","2019-01-03",-0.0390932,0.414839440836765
"694","2019-01-04",-0.004966,0.418837387423807
"695","2019-01-05",-0.0571785,0.439154074907372
"700","2019-01-06",-0.0591349,0.426364851285832
"701","2019-01-07",-0.1048059,0.417702897063439
"707","2019-01-08",-0.0923219,0.442552880513041
"706","2019-01-09",-0.0678255,0.412543951621824
"702","2019-01-10",-0.0569119,0.431256811735641
"704","2019-01-11",-0.053419,0.432865981314078
"703","2019-01-12",-0.0805326,0.372339119294817
"705","2019-01-13",-0.0440576,0.427792464732889
"708","2019-01-14",-0.0329859,0.414635452019229
"712","2019-01-15",-0.0800387,0.408773554003081
"713","2019-01-16",-0.022739,0.408623419126951
"711","2019-01-17",-0.045122,0.409799356046346
"709","2019-01-18",-0.0843364,0.39247910259661
"710","2019-01-19",-0.010369,0.42732766259511
"714","2019-01-20",-0.0310881,0.445667606191419
"720","2019-01-21",-0.0754248,0.432924916197901
"716","2019-01-22",-0.053487,0.429514009702827
"717","2019-01-23",-0.0627246,0.410910503388317
"719","2019-01-24",-0.0730045,0.411659014585798
"721","2019-01-25",-0.0092304,0.418350637809768
"715","2019-01-26",-0.0156236,0.439162945138863
"718","2019-01-27",-0.0217843,0.425924461992394
"726","2019-01-28",-0.0017276,0.434493055523607
"722","2019-01-29",-0.0300436,0.432965802713147
"728","2019-01-30",-0.0331878,0.440830628281611
"725","2019-01-31",-0.0450523,0.40892002784739
"723","2019-02-01",-0.0429651,0.440087145906342
"724","2019-02-02",-0.0499894,0.442873330815528
"727","2019-02-03",-0.0145551,0.472210810416269
"731","2019-02-04",-0.0578258,0.426265907309463
"735","2019-02-05",-0.0194124,0.405724088521054
"732","2019-02-06",-0.0437118,0.484190172908084
"733","2019-02-07",-0.0139633,0.44257519817892
"729","2019-02-08",-0.0517485,0.427493261020276
"734","2019-02-09",-0.0568362,0.449956973153612
"730","2019-02-10",-0.0057066,0.438268853623481
"736","2019-02-11",0.0589053,0.465132557796065
"737","2019-02-12",-0.0499381,0.446036677099978
"741","2019-02-13",-0.0592598,0.441198800206846
"742","2019-02-14",-0.1352139,0.462855088398939
"740","2019-02-15",-0.1819051,0.457557861634996
"738","2019-02-16",-0.0956656,0.44660599621662
"739","2019-02-17",-0.1227119,0.440822243277707
"745","2019-02-18",-0.0493256,0.478080760860171
"744","2019-02-19",-0.1125165,0.437524395911531
"743","2019-02-20",-0.109339,0.462204143446378
"747","2019-02-21",-0.1290465,0.453364904539103
"748","2019-02-22",-0.0561749,0.470444579052613
"746","2019-02-23",-0.0196964,0.473881519799032
"749","2019-02-24",-0.06269,0.449327369854096
"754","2019-02-25",-0.0340013,0.454062893075739
"753","2019-02-26",-0.1161464,0.441803856057233
"755","2019-02-27",-0.148742,0.441355360357162
"750","2019-02-28",-0.02946,0.45000506277152
"756","2019-03-01",-0.0834023,0.464236302075473
"751","2019-03-02",0.0697705,0.483537085630203
"752","2019-03-03",-0.0326311,0.453064061698553
"760","2019-03-04",-0.0982423,0.463853847155233
"758","2019-03-05",-0.0795591,0.436228177491081
"763","2019-03-06",-0.0439452,0.41324185729057
"757","2019-03-07",-0.0802956,0.413650493050159
"762","2019-03-08",-0.0375556,0.440798002001642
"761","2019-03-09",0.0177433,0.436160988116899
"759","2019-03-10",-0.0013094,0.38963858801669
"766","2019-03-11",-0.0139408,0.416299552023972
"769","2019-03-12",-0.0693539,0.429746038055955
"765","2019-03-13",-0.0414905,0.438404639938664
"767","2019-03-14",-0.1159779,0.438237081910682
"768","2019-03-15",-0.1305249,0.47324115944198
"770","2019-03-16",-0.0697291,0.501524097330517
"764","2019-03-17",-0.0964968,0.468696201253819
"774","2019-03-18",-0.0847707,0.449457646404542
"776","2019-03-19",-0.0963164,0.439435502083116
"775","2019-03-20",-0.0828575,0.486471320556258
"771","2019-03-21",-0.0240476,0.455960003173787
"773","2019-03-22",-0.0795383,0.412288882512141
"777","2019-03-23",-0.0125607,0.441405956943843
"772","2019-03-24",0.0207269,0.41963633058446
"778","2019-03-25",-0.0241128,0.446731011298925
"781","2019-03-26",-0.0442444,0.437528000302426
"783","2019-03-27",-0.0529436,0.470742174952532
"782","2019-03-28",0.0485807,0.460864462285291
"779","2019-03-29",-0.032566,0.448043934702837
"784","2019-03-30",-0.101369,0.444948550170691
"780","2019-03-31",-0.1135043,0.45429886818207
"786","2019-04-01",-0.0238074,0.427933449528358
"785","2019-04-02",-0.0238547,0.445159678764721
"791","2019-04-03",-0.1164249,0.420571543343092
"789","2019-04-04",-0.0326994,0.432327523828451
"790","2019-04-05",-0.0296707,0.443193328527754
"788","2019-04-06",-0.0897259,0.430829022164466
"787","2019-04-07",-0.0976934,0.447077707156642
"795","2019-04-08",-0.0858642,0.427580164645602
"794","2019-04-09",-0.0335504,0.442080229686694
"797","2019-04-10",-0.0218245,0.399086561073848
"793","2019-04-11",0.1057496,0.51671193916905
"798","2019-04-12",-0.1004848,0.465993258008053
"796","2019-04-13",-0.1215535,0.460833135275394
"792","2019-04-14",-0.0050667,0.428596598961203
"805","2019-04-15",-0.0529404,0.429684086682111
"804","2019-04-16",-0.0833016,0.428718568290948
"799","2019-04-17",0.0658838,0.438250254897313
"802","2019-04-18",-0.0251776,0.440460635946324
"803","2019-04-19",-0.0882823,0.407143635657872
"801","2019-04-20",-0.0143312,0.413872480344562
"800","2019-04-21",-0.042573,0.440087663211547
"810","2019-04-22",-0.0747675,0.431331000779854
"806","2019-04-23",0.0060674,0.425665163217804
"807","2019-04-24",-0.0229385,0.416671720383985
"808","2019-04-25",-0.0350101,0.470583638971852
"811","2019-04-26",0.0423652,0.450346515839703
"809","2019-04-27",-0.0556722,0.434094579863836
"812","2019-04-28",-0.0042823,0.453604349534603
"815","2019-04-29",-0.0198545,0.446521353621246
"818","2019-04-30",-0.09816,0.43483793410879
"819","2019-05-01",0.0078014,0.430165320194504
"814","2019-05-02",-0.0280987,0.449863426728946
"817","2019-05-03",0.003055,0.426684498306418
"813","2019-05-04",-0.0277297,0.426522444084611
"816","2019-05-05",-0.0351753,0.443634607396571
"822","2019-05-06",0.00454259999999999,0.461956520275707
"820","2019-05-07",-0.1086199,0.432369422663062
"825","2019-05-08",-0.0630133,0.412431268156417
"823","2019-05-09",-0.0830144,0.452524298786971
"826","2019-05-10",-0.0562822,0.418145992499223
"824","2019-05-11",-0.0411518,0.41065707428067
"821","2019-05-12",-0.0134394,0.440865852916326
"832","2019-05-13",-0.0602719,0.446613971971758
"828","2019-05-14",-0.0762976,0.449692696843344
"829","2019-05-15",-0.0747786,0.456675921635945
"833","2019-05-16",0.0228026,0.404422835771226
"831","2019-05-17",-0.0897743,0.460765330281598
"827","2019-05-18",0.0017549,0.398379481695519
"830","2019-05-19",-0.0132396,0.444301809012567
"838","2019-05-20",-0.0162279,0.429572351614475
"839","2019-05-21",-0.0226349,0.436356969088372
"840","2019-05-22",-0.0688885,0.414373775904979
"837","2019-05-23",-0.0394468,0.422475793353607
"836","2019-05-24",-0.0389128,0.459425624487969
"834","2019-05-25",-0.0336434,0.436926926746842
"835","2019-05-26",-0.0023012,0.458109562264924
"842","2019-05-27",-0.0380904,0.436940730863855
"841","2019-05-28",-0.1112717,0.470298660968868
"846","2019-05-29",-0.0130938,0.38263748423483
"844","2019-05-30",-0.0600304,0.424464409056684
"843","2019-05-31",-0.0288131,0.415299726484849
"845","2019-06-01",-0.0324245,0.452499838397485
"847","2019-06-02",-0.0262218,0.427226036641916
"850","2019-06-03",-0.0338487,0.459831803530715
"848","2019-06-04",-0.0116882,0.439125749894902
"849","2019-06-05",-0.000773400000000002,0.448116869457556
"854","2019-06-06",-0.1233409,0.424644531928989
"853","2019-06-07",-0.0707207,0.418290138996259
"851","2019-06-08",-0.0305892,0.456154563545472
"852","2019-06-09",0.031403,0.450417588056905
"861","2019-06-10",-0.0215592,0.426536863114268
"855","2019-06-11",0.0044945,0.421093440414061
"858","2019-06-12",-0.0287823,0.456023410930525
"860","2019-06-13",-0.0244316,0.447885222486119
"856","2019-06-14",0.0348735,0.468079219307747
"859","2019-06-15",-0.0577313,0.435785723894565
"857","2019-06-16",-0.0332506,0.443320415410389
"863","2019-06-17",-0.0048801,0.425188440287351
"868","2019-06-18",-0.0315977,0.437459564673936
"867","2019-06-19",-0.0232193,0.433035474456204
"865","2019-06-20",-0.0600438,0.448147396423944
"864","2019-06-21",-0.1258401,0.476028258848138
"862","2019-06-22",-0.1559766,0.463980190646584
"866","2019-06-23",-0.0979766,0.457292729280097
"870","2019-06-24",-0.1694065,0.451399779073661
"871","2019-06-25",-0.167527,0.453062995499522
"875","2019-06-26",-0.1010115,0.465116834911133
"874","2019-06-27",0.0004468,0.448254960161915
"869","2019-06-28",-0.0176506,0.434872653221193
"873","2019-06-29",-0.0834586,0.46271788330044
"872","2019-06-30",-0.0233407,0.47679704495048
"880","2019-07-01",-0.0134955,0.449633518401097
"882","2019-07-02",0.0500574,0.404682859416161
"876","2019-07-03",0.0130178,0.448963511527563
"881","2019-07-04",0.0481058,0.448545276183308
"878","2019-07-05",-0.0448068,0.437644241952022
"879","2019-07-06",0.0125674,0.413313548576913
"877","2019-07-07",0.0225156,0.45066450549898
"887","2019-07-08",-0.0226627,0.455817629473356
"888","2019-07-09",-0.0283636,0.428491701290748
"883","2019-07-10",-0.0445736,0.46465868331824
"889","2019-07-11",-0.0118664,0.416651043045664
"885","2019-07-12",-0.0372377,0.443971834431769
"886","2019-07-13",-0.0295964,0.467087908842693
"884","2019-07-14",-0.1442262,0.458721298539277
"894","2019-07-15",-0.1902581,0.475213529809906
"896","2019-07-16",-0.1748226,0.479175832330096
"892","2019-07-17",-0.0806839,0.47626973789103
"893","2019-07-18",-0.1234892,0.469192924076397
"891","2019-07-19",-0.0709383,0.470292961996148
"895","2019-07-20",-0.057713,0.482299716785113
"890","2019-07-21",-0.1241266,0.447562435055088
"899","2019-07-22",-0.0500372,0.438613347307352
"903","2019-07-23",-0.0556132,0.449602192750169
"902","2019-07-24",-0.0027862,0.467857843847423
"901","2019-07-25",-0.0366282,0.472118995810124
"898","2019-07-26",0.0896538,0.457772895118922
"897","2019-07-27",-0.1378206,0.487888415291489
"900","2019-07-28",-0.0863047,0.488236183775752
"908","2019-07-29",-0.1061463,0.451607295630075
"906","2019-07-30",-0.0370013,0.429983946710002
"907","2019-07-31",-0.0762642,0.456572008864275
"904","2019-08-01",-0.0622384,0.454487970583865
"909","2019-08-02",-0.0300455,0.46493579567479
"905","2019-08-03",-0.1231113,0.469251392520374
"910","2019-08-04",-0.1497669,0.506010176453389
"917","2019-08-05",-0.1586599,0.48208163891813
"912","2019-08-06",-0.1521288,0.465021794812415
"916","2019-08-07",-0.0697535,0.455093312901596
"911","2019-08-08",-0.0620771,0.452102479959566
"914","2019-08-09",-0.0382385,0.453927544006475
"915","2019-08-10",-0.140172,0.493309350201271
"913","2019-08-11",-0.1218484,0.474784359638605
"922","2019-08-12",-0.085039,0.462401095975129
"924","2019-08-13",-0.0300868,0.463557247948686
"919","2019-08-14",-0.0235091,0.483807111282162
"923","2019-08-15",-0.0210659,0.451298544875994
"918","2019-08-16",-0.0275441,0.456922075615952
"921","2019-08-17",-0.0784325,0.425043422503807
"920","2019-08-18",-0.0950199,0.488213583151872
"925","2019-08-19",0.0159673,0.444147572323333
"927","2019-08-20",-0.0606813,0.468098816170592
"929","2019-08-21",-0.0534767,0.449967770609307
"931","2019-08-22",0.0217522,0.477623320593917
"926","2019-08-23",-0.0332076,0.446616128170759
"928","2019-08-24",-0.0133729,0.468070122327403
"930","2019-08-25",0.0021668,0.442698059920935
